Locus,Het,FST
2218,0.22380804,0.29316568
2219,0.13557808,0.15949746
2220,0.13702327,0.04293899
2221,0.17345304,0.00750707
2222,0.17345304,0.00750707
2223,0.13456102,0.10452002
2224,0.11878639,0.10884255
2225,0.096182,0.01528012
2226,0.10435355,0.03261083
2227,0.13480095,0.15797259
2228,0.25080079,0.11536422
2229,0.15068792,0.06393618
2230,0.49902427,0.05295072
2231,0.1831951,0.08897476
2232,0.1688891,0.07039078
2233,0.29324506,0.10462583
2234,0.17263803,0.00958354
2235,0.18500565,0.01626799
2236,0.1167608,0.14875484
2237,0.40420451,0.05700364
2238,0.21346888,0.12423482
2239,0.48347827,0.18767984
2240,0.10434217,0.02492573
2241,0.1740688,0.08340474
2242,0.19795836,0.05166458
2243,0.15888335,0.04630899
2244,0.12464154,0.11857548
2245,0.11066032,0.01574837
2246,0.29104675,0.37994176
2247,0.40563263,0.10148984
2248,0.14194859,0.06465666
2249,0.15139118,0.06945415
2250,0.35004327,0.04559192
2251,0.10651263,0.1520129
2252,0.10579887,0.00127112
2253,0.43236092,0.17052982
2254,0.20334986,0.06906952
2255,0.49389802,0.01438968
2256,0.43863711,0.02066445
2257,0.29545696,0.33144349
2258,0.12546198,0.06857795
2259,0.22146927,0.01149357
2260,0.44317426,0.17039132
2261,0.49999914,0.02335642
2262,0.43087501,0.00703259
2263,0.46779154,0.00317873
2264,0.28552175,0.0268216
2265,0.28552175,0.0268216
2266,0.28552175,0.0268216
2267,0.28336483,0.02679548
2268,0.35018665,0.14238392
2269,0.31164003,0.04205803
2270,0.154506,0.0443816
2271,0.14072629,0.00979583
2272,0.44705004,0.01635476
2273,0.17681046,0.24685231
2274,0.252465,0.08324039
2275,0.15609813,0.07625709
2276,0.30266864,0.13125441
2277,0.20670895,0.07831877
2278,0.46715465,0.02755273
2279,0.45905059,0.17165196
2280,0.21668487,0.05655806
2281,0.41475124,0.01869537
2282,0.22795698,0.2035994
2283,0.21432625,0.20399951
2284,0.14179321,0.07716096
2285,0.10913899,0.0796678
2286,0.14032945,0.14878078
2287,0.26334842,0.16159714
2288,0.20911856,0.10825692
2289,0.23113442,0.04466253
2290,0.23113442,0.04466253
2291,0.23113442,0.04466253
2292,0.42645475,0.15682347
2293,0.41855485,0.02886155
2294,0.09957547,0.00910624
2295,0.20164894,0.20581628
2296,0.20164894,0.20581628
2297,0.36747169,0.19614456
2298,0.18213018,0.03879682
2299,0.36735929,0.24867855
2300,0.24438709,0.07623595
2301,0.24690589,0.02783376
2302,0.52705814,0.10945457
2303,0.36848755,0.07469633
2304,0.33655246,0.11511384
2305,0.40303128,0.05446482
2306,0.32366178,0.02466761
2307,0.44724349,0.08228346
2308,0.44724349,0.08228346
2309,0.14196258,0.04332884
2310,0.50249169,0.00527852
2311,0.4234465,0.00680062
2312,0.15868951,0.09036283
2313,0.14526575,0.14950617
2314,0.14391624,0.14778288
2315,0.12545101,0.02386406
2316,0.29393598,0.07445369
2317,0.242424,0.0172311
2318,0.12323518,0.04101437
2319,0.23056036,0.00969908
2320,0.35832833,0.31531275
2321,0.32440623,0.1155699
2322,0.48500063,0.27533836
2323,0.49796306,0.00058364
2324,0.49796306,0.00058364
2325,0.49796306,0.00058364
2326,0.17558188,0.01243484
2327,0.12096179,0.02844463
2328,0.1595319,0.01946316
2329,0.22403006,0.01169251
2330,0.26856988,0.0910879
2331,0.44168462,0.12504269
2332,0.12903625,0.01625034
2333,0.43644743,0.07358364
2334,0.20518654,0.20834973
2335,0.40013928,0.32230676
2336,0.15335608,0.06967363
2337,0.12233593,0.11186372
2338,0.1115391,0.01618939
2339,0.16008933,0.0832461
2340,0.21884946,0.06559717
2341,0.10477269,0.03661898
2342,0.25871392,0.21410548
2343,0.10209765,0.08226355
2344,0.11877621,0.03530054
2345,0.30873854,0.13941125
2346,0.52883927,0.12137513
2347,0.10477637,0.03430594
2348,0.50093329,0.04703633
2349,0.1215349,0.04441939
2350,0.50347291,0.03012888
2351,0.1755954,0.07675501
2352,0.12861074,0.06962303
2353,0.50000281,0.02345791
2354,0.50724154,0.13435683
2355,0.49080161,0.12992867
2356,0.20146725,0.07677982
2357,0.12522648,0.1585255
2358,0.53542268,0.16146607
2359,0.32492862,0.04536289
2360,0.25490874,0.01137902
2361,0.12241242,0.06475812
2362,0.12313522,0.05947212
2363,0.50004999,0.02376753
2364,0.10466409,0.04668297
2365,0.36511609,0.04057639
2366,0.28713957,0.00802782
2367,0.31637063,0.00630517
2368,0.3293586,0.01058713
2369,0.21919851,0.05528885
2370,0.34747018,0.08619607
2371,0.16936949,0.0641756
2372,0.16936949,0.0641756
2373,0.49081684,0.30910943
2374,0.35896475,0.05590948
2375,0.49081684,0.30910943
2376,0.15925137,0.16950493
2377,0.33912872,0.05891015
2378,0.36633339,0.28089405
2379,0.29285932,0.10560032
2380,0.53518682,0.18325984
2381,0.10591809,0.01332795
2382,0.37437383,0.10542902
2383,0.38169032,0.06267184
2384,0.23222857,0.06536817
2385,0.12035987,0.01052302
2386,0.12231014,0.09901379
2387,0.25430657,0.04204065
2388,0.41626681,0.04707238
2389,0.49805744,0.00773336
2390,0.13858162,0.10721334
2391,0.41657,0.02519563
2392,0.09644497,0.05744268
2393,0.12885898,0.02317789
2394,0.13529292,0.0052304
2395,0.48874122,0.10678367
2396,0.48849677,0.14149863
2397,0.20348269,0.02288823
2398,0.22345928,0.2714548
2399,0.40548071,0.15421821
2400,0.20131405,0.1034312
2401,0.11258234,0.04221626
2402,0.5598956,0.27665919
2403,0.52120443,0.1254665
2404,0.27736061,0.00704472
2405,0.44238989,0.0222327
2406,0.48762974,0.08322773
2407,0.12513265,0.03396333
2408,0.18313728,0.00034365
2409,0.11899859,0.08553049
2410,0.12021748,0.10596893
2411,0.10200543,0.05098492
2412,0.14983289,0.0591323
2413,0.51032963,0.05523253
2414,0.48596629,0.08599646
2415,0.51152657,0.14597671
2416,0.50217791,0.01847945
2417,0.20424711,0.11783315
2418,0.48095552,0.00102591
2419,0.41123508,0.00431864
2420,0.41212725,0.00433038
2421,0.17042364,0.06450992
2422,0.23061445,0.13475908
2423,0.29832342,0.11298637
2424,0.40542591,0.07048322
2425,0.25628283,0.0249476
2426,0.15883099,0.06327392
2427,0.102217,0.01031143
2428,0.19287377,0.03248699
2429,0.09897521,0.02095054
2430,0.42232045,0.04190211
2431,0.36842887,0.01061819
2432,0.49630697,0.09588812
2433,0.42611502,0.0149619
2434,0.11753073,0.04349974
2435,0.51909988,0.09487226
2436,0.50487131,0.18207851
2437,0.5442943,0.33597333
2438,0.21937646,0.03418505
2439,0.45436777,0.01022831
2440,0.22633272,0.09044682
2441,0.22633272,0.09044682
2442,0.46677942,0.0272235
2443,0.42822742,0.01328547
2444,0.13871755,0.03983284
2445,0.45392373,0.18095168
2446,0.50110493,0.01355617
2447,0.21343336,0.11905201
2448,0.12993576,0.04012711
2449,0.10225037,0.00157656
2450,0.17377292,0.16212768
2451,0.11056751,0.03525583
2452,0.32495275,0.02267669
2453,0.45946188,0.0309808
2454,0.27667869,0.23900144
2455,0.19216789,0.17665014
2456,0.53939621,0.32137351
2457,0.25802192,0.07542864
2458,0.17871909,0.06423955
2459,0.17871909,0.06423955
2460,0.24687186,0.07069292
2461,0.23958317,0.17128987
2462,0.51967152,0.27362911
2463,0.40366774,0.03244353
2464,0.10226552,0.03335345
2465,0.20763328,0.13126475
2466,0.50079226,0.03725493
2467,0.26986769,0.05122418
2468,0.11931221,0.1672888
2469,0.34914251,0.30003135
2470,0.41193088,0.00127543
2471,0.19922758,0.01380347
2472,0.12066284,0.04920438
2473,0.49963708,0.00109929
2474,0.51007918,0.09374321
2475,0.10519291,0.0534934
2476,0.11693686,0.01494396
2477,0.11693686,0.01494396
2478,0.32069094,0.01809013
2479,0.44806504,0.00408181
2480,0.37562403,0.12603614
2481,0.4851983,0.09507211
2482,0.14576725,0.00571617
2483,0.27353123,0.14782759
2484,0.24567516,0.00632094
2485,0.21170741,0.00192192
2486,0.51914658,0.10003582
2487,0.23593912,0.18749491
2488,0.50104645,0.01680767
2489,0.4425116,0.00962503
2490,0.31288996,0.06153547
2491,0.19019855,0.16243082
2492,0.12205625,0.03584765
2493,0.106628,0.04032286
2494,0.31200703,0.2133259
2495,0.29050806,0.02772249
2496,0.29050806,0.02772249
2497,0.49989936,0.01195944
2498,0.4998717,0.01182238
2499,0.43628489,0.00227353
2500,0.32739358,0.09522709
2501,0.10419149,0.03133543
2502,0.47054207,0.01083281
2503,0.49460104,0.01775216
2504,0.25260407,0.03676157
2505,0.40828105,0.01150232
2506,0.10140578,0.03778021
2507,0.10140578,0.03778021
2508,0.10140578,0.03778021
2509,0.33521751,0.15726673
2510,0.22126383,0.03996993
2511,0.48538835,0.15678005
2512,0.29618196,0.06840718
2513,0.12999734,0.01465451
2514,0.43744553,0.47269002
2515,0.43744553,0.47269002
2516,0.21171417,0.03815813
2517,0.50020647,0.00162695
2518,0.45004673,0.03382567
2519,0.13538278,0.10036017
2520,0.38648068,0.09374679
2521,0.10368126,0.02488864
2522,0.18158991,0.14868181
2523,0.17094711,0.09658925
2524,0.49982123,0.02182684
2525,0.12502336,0.02176757
2526,0.14703596,0.10548671
2527,0.39221706,0.02909971
2528,0.46096035,0.00046178
2529,0.20498699,0.01117248
2530,0.18747089,0.03647304
2531,0.11056659,0.01928281
2532,0.15122436,0.05269957
2533,0.35525118,0.0068815
2534,0.30618286,0.11354188
2535,0.25298409,0.08390304
2536,0.4594625,0.03488589
2537,0.14949839,0.00368905
2538,0.14206599,0.14009967
2539,0.29222402,0.20408998
2540,0.13809995,0.05220714
2541,0.18936706,0.006266
2542,0.26486293,0.01277861
2543,0.22953872,0.09023547
2544,0.47117299,0.01495751
2545,0.47117299,0.01495751
2546,0.3155403,0.08134478
2547,0.48680328,0.00495354
2548,0.48680328,0.00495354
2549,0.4701674,0.20950064
2550,0.36191312,0.12824496
2551,0.2444655,0.08402138
2552,0.15350891,0.06400052
2553,0.40783789,0.03831877
2554,0.31329648,0.00686602
2555,0.2107088,0.10801915
2556,0.18033406,0.05716526
2557,0.23685302,0.08803932
2558,0.44308232,0.03183497
2559,0.44308232,0.03183497
2560,0.35764709,0.04992762
2561,0.2110796,0.28261612
2562,0.28829367,0.00401775
2563,0.13785267,0.17329755
2564,0.13254669,0.02623212
2565,0.13254669,0.02623212
2566,0.47859156,0.01565955
2567,0.39430303,0.02285759
2568,0.10738887,0.03994732
2569,0.20537129,0.00267288
2570,0.21541883,0.06402698
2571,0.26162257,0.08199996
2572,0.23842344,0.05954533
2573,0.48088777,0.2300746
2574,0.26507469,0.01344924
2575,0.33673016,0.01159426
2576,0.25321338,0.19231843
2577,0.26989071,0.06446066
2578,0.44612652,0.02625169
2579,0.33087706,0.15196801
2580,0.44029283,0.00576951
2581,0.2101463,0.05956698
2582,0.11099741,0.03335205
2583,0.48999648,0.05802473
2584,0.22315298,0.0694614
2585,0.13114978,0.12562768
2586,0.33227437,0.00321665
2587,0.38729418,0.02437955
2588,0.40412925,0.05345943
2589,0.44397712,0.0200134
2590,0.44787524,0.01477008
2591,0.20062855,0.2026828
2592,0.19542272,0.13601768
2593,0.19072055,0.05691344
2594,0.16196984,0.03217508
2595,0.28881764,0.2659744
2596,0.12579271,0.06088067
2597,0.10024068,0.02685013
2598,0.13589103,0.0307388
2599,0.12713751,0.04540232
2600,0.47139111,0.16427039
2601,0.14822917,0.03950543
2602,0.15910508,0.01752997
2603,0.15910508,0.01752997
2604,0.12996503,0.14392559
2605,0.10711576,0.03165482
2606,0.10711576,0.03165482
2607,0.10286727,0.07224439
2608,0.48892613,0.1130286
2609,0.14776605,0.07148731
2610,0.1631745,0.01097245
2611,0.24844799,0.22595706
2612,0.27038048,0.1249135
2613,0.16397265,0.0386712
2614,0.10984868,0.03142591
2615,0.42531678,0.01502532
2616,0.15737811,0.06890191
2617,0.21735985,0.08178992
2618,0.14905407,0.02781801
2619,0.49205883,0.08324657
2620,0.10243494,0.0054883
2621,0.24357817,0.15397508
2622,0.26368125,0.00621679
2623,0.33068905,0.00091889
2624,0.31528569,0.03045062
2625,0.10034221,0.04360494
2626,0.19189346,0.08677876
2627,0.42829308,0.03284224
2628,0.31283543,0.07668942
2629,0.23485396,0.01762234
2630,0.18401502,0.20820485
2631,0.32119277,0.14363216
2632,0.16519884,0.10686938
2633,0.17520882,0.0428319
2634,0.25139874,0.15937876
2635,0.41817532,0.2407792
2636,0.16482479,0.17568231
2637,0.10848882,0.05297872
2638,0.41615146,0.06311476
2639,0.4224275,0.19694014
2640,0.50549135,0.11870384
2641,0.13139043,0.13961755
2642,0.5125083,0.0809901
2643,0.2474772,0.15523186
2644,0.14873232,0.00675438
2645,0.40338692,0.00656036
2646,0.35970937,0.00855288
2647,0.35970937,0.00855288
2648,0.10943148,0.12092711
2649,0.3371239,0.14812537
2650,0.21229635,0.12369151
2651,0.16759522,0.02121045
2652,0.47746428,0.03145644
2653,0.46546665,0.06895507
2654,0.27037275,0.13324523
2655,0.33390795,0.0256486
2656,0.39675866,0.0212071
2657,0.32387376,0.11169701
2658,0.39675866,0.0212071
2659,0.15048544,0.06892075
2660,0.45029072,0.02019577
2661,0.46131664,0.01373953
2662,0.35733533,0.16276888
2663,0.11398978,0.02656209
2664,0.17678824,0.07618145
2665,0.49937282,0.00952054
2666,0.11986343,0.10163255
2667,0.15761934,0.11985529
2668,0.46775073,0.08987749
2669,0.1292567,0.04967268
2670,0.18526086,0.03953059
2671,0.30827973,0.0329003
2672,0.50334779,0.06538169
2673,0.25410676,0.09700925
2674,0.50334779,0.06538169
2675,0.33485365,0.01690842
2676,0.13383792,0.01400873
2677,0.58097452,0.3222292
2678,0.47281548,0.02634484
2679,0.09643552,0.01288587
2680,0.13963296,0.07505216
2681,0.13031406,0.01511597
2682,0.49825639,0.0748361
2683,0.12256318,0.07132043
2684,0.14186709,0.02949897
2685,0.12170333,0.19398891
2686,0.3828721,0.01306536
2687,0.4929921,0.00539955
2688,0.4929921,0.00539955
2689,0.4929921,0.00539955
2690,0.17903129,0.03949597
2691,0.11208613,0.0341321
2692,0.11033467,0.06496473
2693,0.50941155,0.06421382
2694,0.12607637,0.16272072
2695,0.24823851,0.12041566
2696,0.19936045,0.12969579
2697,0.18201853,0.06161944
2698,0.22468792,0.08161096
2699,0.30011069,0.01939931
2700,0.42376177,0.07987705
2701,0.13823336,0.0340754
2702,0.09971145,0.07344785
2703,0.39917814,0.02953943
2704,0.14140319,0.0412547
2705,0.10812853,0.04420737
2706,0.32193082,0.11294957
2707,0.124631,0.05692899
2708,0.54766046,0.27173536
2709,0.51848894,0.11722093
2710,0.13904242,0.01690616
2711,0.5372414,0.14260958
2712,0.49305702,0.02097502
2713,0.50890272,0.24737862
2714,0.19639001,0.0549212
2715,0.34497175,0.06356792
2716,0.11362188,0.00172334
2717,0.14929564,0.19852668
2718,0.29832439,0.04975789
2719,0.18089736,0.06381858
2720,0.1616367,0.05381769
2721,0.50762201,0.12778505
2722,0.46054688,0.00863307
2723,0.20080246,0.04917052
2724,0.27685155,0.0160293
2725,0.14694764,0.14113041
2726,0.30377934,0.01045243
2727,0.1136149,0.1426656
2728,0.32961833,0.04368397
2729,0.1397429,0.04935092
2730,0.50350835,0.09228692
2731,0.1377337,0.12143921
2732,0.29999325,0.04641408
2733,0.25172889,0.13326431
2734,0.34315077,0.08006998
2735,0.21074737,0.00180894
2736,0.4191537,0.08908471
2737,0.22814255,0.00035011
2738,0.48154315,0.02730691
2739,0.43003108,0.19823495
2740,0.44148584,0.11109185
2741,0.3237351,0.03349732
2742,0.50692544,0.03235152
2743,0.25350345,0.09994778
2744,0.44678507,0.0234712
2745,0.31322806,0.03013115
2746,0.1997685,0.04957513
2747,0.57391048,0.28946562
2748,0.50160791,0.02126675
2749,0.55545273,0.25341112
2750,0.35585903,0.03753399
2751,0.35585903,0.03753399
2752,0.43922677,0.00249331
2753,0.27618858,0.02218947
2754,0.27568509,0.01843407
2755,0.4547918,0.08230469
2756,0.11937293,0.01888153
2757,0.16058711,0.09183818
2758,0.37374368,0.27113417
2759,0.48089354,0.13760003
2760,0.12058122,0.06552251
2761,0.10406267,0.09642683
2762,0.11321974,0.04710915
2763,0.21923756,0.01667398
2764,0.18935606,0.01291631
2765,0.12625861,0.20361839
2766,0.27465308,0.05585134
2767,0.27694738,0.05144217
2768,0.27694738,0.05144217
2769,0.27694738,0.05144217
2770,0.10368126,0.02488864
2771,0.44916802,0.01654258
2772,0.28651797,0.02321504
2773,0.2782944,0.04500596
2774,0.12074442,0.06758446
2775,0.12074442,0.06758446
2776,0.25822445,0.17824665
2777,0.28425731,0.17770786
2778,0.20979812,0.04414498
2779,0.50297986,0.0128287
2780,0.35127342,0.18404587
2781,0.11792927,0.04252354
2782,0.48031557,0.11841027
2783,0.13636623,0.08014698
2784,0.34597923,0.07531372
2785,0.13484777,0.05928933
2786,0.12162283,0.02330843
2787,0.50020882,0.00324083
2788,0.12861433,0.09387765
2789,0.13633144,0.05610556
2790,0.36768292,0.16056666
2791,0.10827093,0.12530801
2792,0.28530058,0.22984881
2793,0.5519791,0.20116807
2794,0.16154949,0.02086209
2795,0.3657407,0.08877662
2796,0.10781551,0.06135264
2797,0.58126668,0.60323979
2798,0.46157836,0.00954253
2799,0.47311554,0.00770192
2800,0.50470393,0.13115224
2801,0.1546508,0.00456484
2802,0.16214464,0.0799144
2803,0.19835538,0.08617723
2804,0.19835538,0.08617723
2805,0.200086,0.02798042
2806,0.12554845,0.00368572
2807,0.19807561,0.00879143
2808,0.3275944,0.1063122
2809,0.1718423,0.0813031
2810,0.17263617,0.0016929
2811,0.14427613,0.11046905
2812,0.26364993,0.12944409
2813,0.446198,0.06192544
2814,0.16759266,0.00675874
2815,0.232413,0.01834839
2816,0.16989987,0.01126361
2817,0.10752881,0.02451809
2818,0.46428001,0.01687926
2819,0.15198848,0.09863096
2820,0.26880855,0.00046244
2821,0.28869048,0.06920249
2822,0.48621298,0.04766414
2823,0.29275179,0.03308073
2824,0.19526469,0.07017021
2825,0.12936647,0.14206667
2826,0.50219039,0.04723091
2827,0.48208808,0.09042167
2828,0.1751711,0.14529738
2829,0.5212362,0.12283419
2830,0.15356535,0.05940728
2831,0.18048128,0.05021198
2832,0.43433373,0.04516027
2833,0.25443617,0.06770712
2834,0.29320712,0.07528054
2835,0.50150635,0.00518726
2836,0.28553091,0.04555297
2837,0.48266555,0.00957334
2838,0.11194964,0.05872955
2839,0.11664112,0.04622948
2840,0.20570927,0.05891703
2841,0.23081681,0.09100772
2842,0.11987931,0.04878169
2843,0.57595818,0.30244525
2844,0.26336684,0.11294085
2845,0.17677579,0.07254823
2846,0.17677579,0.07254823
2847,0.4921159,0.02809746
2848,0.29628559,0.01265988
2849,0.13502583,0.11728322
2850,0.52272651,0.13418839
2851,0.45136284,0.20724602
2852,0.22059464,0.12153799
2853,0.10504529,0.02714265
2854,0.49415248,0.00803968
2855,0.45956504,0.01593477
2856,0.14703596,0.10548671
2857,0.5021022,0.11671443
2858,0.27655828,0.12261053
2859,0.16077295,0.02535379
2860,0.46117167,0.11181779
2861,0.34739981,0.00297482
2862,0.46236599,0.12920392
2863,0.10667855,0.10444252
2864,0.20527248,0.00845048
2865,0.21674876,0.11806111
2866,0.43943734,0.04574853
2867,0.43943734,0.04574853
2868,0.10580102,0.00965332
2869,0.31433562,0.00589163
2870,0.1250131,0.03057348
2871,0.40132873,0.00694714
2872,0.11313483,0.01194256
2873,0.10542321,0.07368482
2874,0.27112907,0.05278863
2875,0.39788694,0.00319779
2876,0.20879106,0.21777397
2877,0.3573282,0.14683364
2878,0.29201913,0.00745492
2879,0.31198848,0.00750159
2880,0.14966401,0.07044687
2881,0.13319606,0.06873551
2882,0.17741834,0.20101657
2883,0.40409856,0.20914569
2884,0.40409856,0.20914569
2885,0.45916841,0.03169333
2886,0.513647,0.04417675
2887,0.37349524,0.0769513
2888,0.11873297,0.10598364
2889,0.10221589,0.06936314
2890,0.47851304,0.02553422
2891,0.41193146,0.00132104
2892,0.13949221,0.04965879
2893,0.31867319,0.03682929
2894,0.14289073,0.02962919
2895,0.34915862,0.38199449
2896,0.2356951,0.01221605
2897,0.2667208,0.01758223
2898,0.30864216,0.01530324
2899,0.21758644,0.00539727
2900,0.49632988,0.11551538
2901,0.29624997,0.01684752
2902,0.2990866,0.01360445
2903,0.13216634,0.03084714
2904,0.24051829,0.19620875
2905,0.1029637,0.03857859
2906,0.12631257,0.04629195
2907,0.09603122,0.00795206
2908,0.5630786,0.42212154
2909,0.5630786,0.42212154
2910,0.5630786,0.42212154
2911,0.55965675,0.42051716
2912,0.2157889,0.04226464
2913,0.46291404,0.06654673
2914,0.46291404,0.06654673
2915,0.49011732,0.23101074
2916,0.49331854,0.08837561
2917,0.09613908,0.02326956
2918,0.29766206,0.06606868
2919,0.09676377,0.02351929
2920,0.1565411,0.05938287
2921,0.33774592,0.33038352
2922,0.10101053,0.07070993
2923,0.1505555,0.05801679
2924,0.53209393,0.1865583
2925,0.31518236,0.0177986
2926,0.33259308,0.02912783
2927,0.14761416,0.03158143
2928,0.1419578,0.06232991
2929,0.3161627,0.22825628
2930,0.32739031,0.22642698
2931,0.12083274,0.04794775
2932,0.12210753,0.03940549
2933,0.18925634,0.00787447
2934,0.22755385,0.1501953
2935,0.38748129,0.062697
2936,0.47165928,0.02555988
2937,0.17030598,0.01251648
2938,0.1191837,0.11308665
2939,0.22253376,0.12969193
2940,0.13057262,0.07294875
2941,0.49897983,0.02273768
2942,0.52359463,0.10930885
2943,0.45477634,0.11129694
2944,0.53134911,0.12902704
2945,0.4151763,0.07121611
2946,0.4151763,0.07121611
2947,0.2406641,0.27469989
2948,0.38545541,0.05102243
2949,0.48182148,0.01678289
2950,0.18088427,0.05386337
2951,0.2353783,0.0071574
2952,0.41357059,0.04357587
2953,0.23638628,0.01725954
2954,0.10592565,0.00291057
2955,0.3222332,0.10861664
2956,0.1102756,0.06096366
2957,0.38418031,0.45038637
2958,0.38418031,0.45038637
2959,0.28239294,0.02248602
2960,0.3009946,0.07403231
2961,0.38979413,0.07938743
2962,0.13768186,0.10856113
2963,0.24194683,0.0653128
2964,0.14749235,0.00665747
2965,0.10639198,0.0263061
2966,0.12550495,0.0428937
2967,0.57334775,0.346046
2968,0.57281437,0.3455796
2969,0.13743667,0.03759778
2970,0.32276613,0.01693847
2971,0.53422717,0.17494655
2972,0.1494103,0.09903447
2973,0.23374049,0.22592717
2974,0.2063129,0.07698988
2975,0.13841356,0.03678942
2976,0.39711497,0.02896399
2977,0.17463914,0.00539028
2978,0.1488116,0.00315495
2979,0.21297531,0.07142909
2980,0.13151668,0.0384629
2981,0.21025142,0.08542551
2982,0.1271365,0.06838697
2983,0.20426515,0.08004086
2984,0.53485306,0.25770133
2985,0.13570726,0.06891656
2986,0.33153908,0.03702344
2987,0.48447458,0.02843986
2988,0.11253255,0.15192818
2989,0.57025278,0.32905242
2990,0.30583361,0.00260066
2991,0.4899476,0.10140446
2992,0.50285801,0.03266272
2993,0.21176248,0.01508727
2994,0.25110277,0.07361841
2995,0.10477406,0.05329949
2996,0.13169807,0.14272516
2997,0.549606,0.25009207
2998,0.14891168,0.0105119
2999,0.28569288,0.0277399
3000,0.24436472,0.10371556
3001,0.38191903,0.00304695
3002,0.12138708,0.00364307
3003,0.17758223,0.04937822
3004,0.52899037,0.1415574
3005,0.48517851,0.04367382
3006,0.12322457,0.04853361
3007,0.50985898,0.16161357
3008,0.26640974,0.23811523
3009,0.10024068,0.02685013
3010,0.35194878,0.33675142
3011,0.25068762,0.09536561
3012,0.48510993,0.00335717
3013,0.2861023,0.06875619
3014,0.19879806,0.00176692
3015,0.47645211,0.03863163
3016,0.32034731,0.00275431
3017,0.44888517,0.05361515
3018,0.14268593,0.00930342
3019,0.12091117,0.14684921
3020,0.15518972,0.06710688
3021,0.15518972,0.06710688
3022,0.15518972,0.06710688
3023,0.21800175,0.13327233
3024,0.20041393,0.01033994
3025,0.24312099,0.08178258
3026,0.22419384,0.04084936
3027,0.24986712,0.06213761
3028,0.43185152,0.0222762
3029,0.24190766,0.10526555
3030,0.11895459,0.12316116
3031,0.17872947,0.1172533
3032,0.20889838,0.08572869
3033,0.33371708,0.01888196
3034,0.10227761,0.00004448
3035,0.25157074,0.12977856
3036,0.25157074,0.12977856
3037,0.17218196,0.05841561
3038,0.54577514,0.23669635
3039,0.50156004,0.01200665
3040,0.50149769,0.0118161
3041,0.5014529,0.01159836
3042,0.4636831,0.16553418
3043,0.28546755,0.06714918
3044,0.17479691,0.0340689
3045,0.4995604,0.09161518
3046,0.09991843,0.01637044
3047,0.36241357,0.15187295
3048,0.16533989,0.10480182
3049,0.18668048,0.03988233
3050,0.51725482,0.05831377
3051,0.12712112,0.07693907
3052,0.42483376,0.00239164
3053,0.1171719,0.02296409
3054,0.25889489,0.09612759
3055,0.10313373,0.0255161
3056,0.15637368,0.01344841
3057,0.36622455,0.07846648
3058,0.27138692,0.17402733
3059,0.42360345,0.07546347
3060,0.1643454,0.04895506
3061,0.10952314,0.03108491
3062,0.12526386,0.10644068
3063,0.24066123,0.11000048
3064,0.13424543,0.04790795
3065,0.17467723,0.16802513
3066,0.34784919,0.04520133
3067,0.1404302,0.01515287
3068,0.23188832,0.01324748
3069,0.20095257,0.11095319
3070,0.24733271,0.29971665
3071,0.49531961,0.06870841
3072,0.13069496,0.01823303
3073,0.16893759,0.01158904
3074,0.16798663,0.08347028
3075,0.27338409,0.10061529
3076,0.18456239,0.09752175
3077,0.47840536,0.03495716
3078,0.47122066,0.01514844
3079,0.15698883,0.09009618
3080,0.50255986,0.08306942
3081,0.50255986,0.08306942
3082,0.49617153,0.02461083
3083,0.13529292,0.0052304
3084,0.18091802,0.0253027
3085,0.5089869,0.04154229
3086,0.17119703,0.04374596
3087,0.17084062,0.02356162
3088,0.32150984,0.00830821
3089,0.22805828,0.09655659
3090,0.1491764,0.09330714
3091,0.50175951,0.0116957
3092,0.27227691,0.0017087
3093,0.34201049,0.01130083
3094,0.23315402,0.06443269
3095,0.23315402,0.06443269
3096,0.16890167,0.07307968
3097,0.12209615,0.01926841
3098,0.1870557,0.04355722
3099,0.39646613,0.02496786
3100,0.48101825,0.00190078
3101,0.10542999,0.06285044
3102,0.19506708,0.0458194
3103,0.14811664,0.12763321
3104,0.10876032,0.04824481
3105,0.2372772,0.13235622
3106,0.24067583,0.07545362
3107,0.11513662,0.02761623
3108,0.10477942,0.04800189
3109,0.46054575,0.00936481
3110,0.14262556,0.06277626
3111,0.44377818,0.17199767
3112,0.27967322,0.14619152
3113,0.13809289,0.01109416
3114,0.1583563,0.05176968
3115,0.11863419,0.03886587
3116,0.10585748,0.15952455
3117,0.21614705,0.06541149
3118,0.41471938,0.01157639
3119,0.45070856,0.0223292
3120,0.10980391,0.01775445
3121,0.5826811,0.3694786
3122,0.14607757,0.09930969
3123,0.34527446,0.01212654
3124,0.11368958,0.00633003
3125,0.1178232,0.01891842
3126,0.10141435,0.06285173
3127,0.28228064,0.08839054
3128,0.35942844,0.02098049
3129,0.10023264,0.04593277
3130,0.31079236,0.06231779
3131,0.42307384,0.1959766
3132,0.49953346,0.02277705
3133,0.12462513,0.06587398
3134,0.19219403,0.10122957
3135,0.20602582,0.0164373
3136,0.30194399,0.14299435
3137,0.29349257,0.15799539
3138,0.44486696,0.2639052
3139,0.17760284,0.18957192
3140,0.17760284,0.18957192
3141,0.17760284,0.18957192
3142,0.17760284,0.18957192
3143,0.35227127,0.04098797
3144,0.49558643,0.01773924
3145,0.47052479,0.02071484
3146,0.30533285,0.00816388
3147,0.24311945,0.03332439
3148,0.15183268,0.02861716
3149,0.15183268,0.02861716
3150,0.15183268,0.02861716
